Text,Language,clean_text
Ndaragia Maheni,Kikuyu,ndaragia maheni
"o na Kũgoocwo, tene na tene.",Kikuyu,"o na kugoocwo, tene na tene."
4Ikaragai thĩinĩ wakwa na niĩ nĩndĩrĩikaraga thĩinĩ wanyu.,Kikuyu,4ikaragai thiini wakwa na nii nindiriikaraga thiini wanyu.
No ũcio ti ũhoro wa ma.,Kikuyu,no ucio ti uhoro wa ma.
Ũkĩra mũrata wakwa,Kikuyu,ukira murata wakwa
"(trg) =""3""> Gĩcunjĩ gĩkĩ kĩrĩ na ciũria hihi wanooria na nĩ kĩronania harĩa ũngĩona macokio ma ciũria icio thĩinĩ wa Bibilia yaku .",Kikuyu,"(trg) =""3""> gicunji giki kiri na ciuria hihi wanooria na ni kironania haria ungiona macokio ma ciuria icio thiini wa bibilia yaku ."
Maaĩ marĩa nyuaga,Kikuyu,maai maria nyuaga
"1Na rĩrĩ, Jesũ aarĩkia kũmeera maũndũ macio-rĩ, akiuma Galili, agĩthiĩ rũgongo rwa Judea mũrĩmo ũũrĩa ũngĩ wa Rũũĩ rwa Jorodani.",Kikuyu,"1na riri, jesu aarikia kumeera maundu macio-ri, akiuma galili, agithii rugongo rwa judea murimo uuria ungi wa ruui rwa jorodani."
na agatũma njĩra yakwa ĩkinyanĩre.,Kikuyu,na agatuma njira yakwa ikinyanire.
"Nĩ mwagĩrĩire kwandĩka makinya marĩa mũngĩoya mũngĩhĩtania, mwagĩrĩire gũtwithanio nũũ?",Kikuyu,"ni mwagiriire kwandika makinya maria mungioya mungihitania, mwagiriire gutwithanio nuu?"
i wanna wake...,Kikuyu,i wanna wake...
Ciũria Iria Ciũragio Kaingĩ,Kikuyu,ciuria iria ciuragio kaingi
Ndĩthambire na maĩ mahoro - I took a bath with cold water.,Kikuyu,ndithambire na mai mahoro - i took a bath with cold water.
"26Andũ nĩmakaringĩka nĩ ũndũ wa kũmaka, na guoya wa maũndũ marĩa magooka thĩ, nĩgũkorwo maahinya ma igũrũ nĩmakenyenyio.",Kikuyu,"26andu nimakaringika ni undu wa kumaka, na guoya wa maundu maria magooka thi, nigukorwo maahinya ma iguru nimakenyenyio."
Nĩngũrĩha thogora wa gĩthaka kĩu.,Kikuyu,ninguriha thogora wa githaka kiu.
Ũhoro Wĩgiĩ - Venezuela,Kikuyu,uhoro wigii - venezuela
Ũngĩgunĩka Atĩa Biũ Kuumana na Ũthomi Waku wa Bibilia?,Kikuyu,ungigunika atia biu kuumana na uthomi waku wa bibilia?
"53:5 Aef 6:1; Akol 3:20Ruthu akĩmũcookeria, akĩmwĩra atĩrĩ, ""Maũndũ macio mothe wanjĩĩra no mo ngwĩka."" 6Nĩ ũndũ ũcio agĩikũrũka agĩkinya kĩhuhĩro-inĩ kĩu, na agĩĩka ũrĩa wothe nyaciarawe aamwĩrĩte eeke.",Kikuyu,"53:5 aef 6:1; akol 3:20ruthu akimucookeria, akimwira atiri, ""maundu macio mothe wanjiira no mo ngwika."" 6ni undu ucio agiikuruka agikinya kihuhiro-ini kiu, na agiika uria wothe nyaciarawe aamwirite eeke."
1: Nduraga Ngwetereire,Kikuyu,1: nduraga ngwetereire
Aciari mangĩĩka atĩa nĩguo magitĩre ciana ciao?,Kikuyu,aciari mangiika atia niguo magitire ciana ciao?
Ona ndangĩegereirie nĩ kĩĩ kĩandehe.,Kikuyu,ona ndangiegereirie ni kii kiandehe.
na matiigana gweterera ũtaaro wake.,Kikuyu,na matiigana gweterera utaaro wake.
Daniel ayohaga maita matatu o muthenya,Kikuyu,daniel ayohaga maita matatu o muthenya
Arĩa marakuire na mũtino ũcio nĩ:,Kikuyu,aria marakuire na mutino ucio ni:
irathimo na kũgaacĩra nĩigatuĩka ciaku.,Kikuyu,irathimo na kugaacira niigatuika ciaku.
Andu arĩa maarĩ kuo maigua mĩario ĩyo makĩhũmũka tondũ matiamenyete wega njĩra ĩrĩa ndeto icio ingĩagerire.,Kikuyu,andu aria maari kuo maigua miario iyo makihumuka tondu matiamenyete wega njira iria ndeto icio ingiagerire.
Nĩ gĩkundi kĩa andũ matarĩ ehokeku.,Kikuyu,ni gikundi kia andu matari ehokeku.
Na niguo wothe wanahetira,Kikuyu,na niguo wothe wanahetira
Category:Cĩtĩ cia USA,Kikuyu,category:citi cia usa
"Mĩtĩ ĩyo ĩgaikio mweri 21 wa Kanyua Hũngũ, mwaka ũyũ wa 2005.",Kikuyu,"miti iyo igaikio mweri 21 wa kanyua hungu, mwaka uyu wa 2005."
Nĩ kĩĩ kĩngĩtũteithia gũtũũria wĩnyihia tene na tene?,Kikuyu,ni kii kingituteithia gutuuria winyihia tene na tene?
Uguo niguo twagirirwo gwika,Kikuyu,uguo niguo twagirirwo gwika
"mbere yake nĩ mwaki ũrakana,",Kikuyu,"mbere yake ni mwaki urakana,"
gudhi - None,Kikuyu,gudhi - none
"24Neryo Yosefũ abere abuka omo tũgotserĩ, mwakola ngoko mũlaĩka wʼomukama amutegeka, mwaherũkya Marĩa.",Kikuyu,"24neryo yosefu abere abuka omo tugotseri, mwakola ngoko mulaika womukama amutegeka, mwaherukya maria."
ngai e hinya kiarutara,Kikuyu,ngai e hinya kiarutara
"""Saikirei make thing?",Kikuyu,"""saikirei make thing?"
na nĩũgatungataga mũrũ wa nyũkwa.,Kikuyu,na niugatungataga muru wa nyukwa.
Tũbataraga ũkũũri nĩkĩ?,Kikuyu,tubataraga ukuuri niki?
Athuthaanda thala!!,Kikuyu,athuthaanda thala!!
Mehia maitũ marĩ mothe.,Kikuyu,mehia maitu mari mothe.
Ndeithia Ngai wakwa ndikanorĩre kuo,Kikuyu,ndeithia ngai wakwa ndikanorire kuo
"3118:31 Thab 22; Math 8:20Na rĩrĩ, Jesũ agĩtwara arutwo ake arĩa ikũmi na eerĩ handũ keheri-inĩ akĩmeera atĩrĩ, ""Nĩtũkwambata tũthiĩ Jerusalemu, na maũndũ mothe marĩa maandĩkirwo nĩ anabii makoniĩ Mũrũ wa Mũndũ no nginya mahingio.",Kikuyu,"3118:31 thab 22; math 8:20na riri, jesu agitwara arutwo ake aria ikumi na eeri handu keheri-ini akimeera atiri, ""nitukwambata tuthii jerusalemu, na maundu mothe maria maandikirwo ni anabii makonii muru wa mundu no nginya mahingio."
Gaath Padali Thaka Thaka,Kikuyu,gaath padali thaka thaka
"1414:14 Kĩam 3:5; 2Athe 2:4Nĩngahaica nginya kũndũ kũraihu igũrũ rĩa matu,",Kikuyu,"1414:14 kiam 3:5; 2athe 2:4ningahaica nginya kundu kuraihu iguru ria matu,"
Ihooya rĩa kũũria Ũhootani,Kikuyu,ihooya ria kuuria uhootani
Nĩatĩa tũbuĩrĩte kũromba?,Kikuyu,niatia tubuirite kuromba?
"2 Kwa ihinda rĩa mĩaka mĩingĩ, andũ maanarĩrĩria ũndũ ũcio.",Kikuyu,"2 kwa ihinda ria miaka miingi, andu maanaririria undu ucio."
"19""Ningĩ mũthĩnjĩri-Ngai nĩakaruta igongona rĩa kũhoroherio mehia ahoroherie mũndũ ũcio ũratherio thaahu wake.",Kikuyu,"19""ningi muthinjiri-ngai niakaruta igongona ria kuhoroherio mehia ahoroherie mundu ucio uratherio thaahu wake."
Tũkĩinaga rũĩmbo rwerũ.,Kikuyu,tukiinaga ruimbo rweru.
Kwoguo Ũthamaki ũcio ũgaatũma wendi wa Ngai wĩkwo gũkũ thĩ na ũtherie rĩĩtwa rĩa Ngai.,Kikuyu,kwoguo uthamaki ucio ugaatuma wendi wa ngai wikwo guku thi na utherie riitwa ria ngai.
Gwĩka ũguo nĩkuo hitho ya kũrehe gĩkeno thĩinĩ wa famĩlĩ.,Kikuyu,gwika uguo nikuo hitho ya kurehe gikeno thiini wa famili.
Kwĩgemia kũu nĩkuo kũrĩ bata mũno maitho-inĩ ma Ngai.,Kikuyu,kwigemia kuu nikuo kuri bata muno maitho-ini ma ngai.
No nginya wĩtuĩre itua rĩaku we mwene.,Kikuyu,no nginya wituire itua riaku we mwene.
"Na njĩra ĩngĩ, Ngai nĩ kũhe aaheire Shaitani na arĩa mamũnyitaga mbaru ihinda monanie kana hihi andũ no mahote gwĩtongoria hatarĩ Ngai.",Kikuyu,"na njira ingi, ngai ni kuhe aaheire shaitani na aria mamunyitaga mbaru ihinda monanie kana hihi andu no mahote gwitongoria hatari ngai."
Nduraga Na Maithori,Kikuyu,nduraga na maithori
"3Hĩndĩ ĩyo Jehova nĩakoimagara, okĩrĩre ndũrĩrĩ icio arũe nacio, o ta ũrĩa arũaga mũthenya wa mbaara.",Kikuyu,"3hindi iyo jehova niakoimagara, okirire nduriri icio arue nacio, o ta uria aruaga muthenya wa mbaara."
"Wijesiri, Mahinda (India)",Kikuyu,"wijesiri, mahinda (india)"
Tũmenyaga atĩa atĩ Ũthamaki wa Ngai nduokire rĩrĩa Jesu aarĩ gũkũ thĩ kana aariũkio o ro ũguo?,Kikuyu,tumenyaga atia ati uthamaki wa ngai nduokire riria jesu aari guku thi kana aariukio o ro uguo?
Author 3: Ngũgĩ wa Thiong'o,Kikuyu,author 3: ngugi wa thiong'o
Ithaca 28ga,Kikuyu,ithaca 28ga
Dĩ âm dĩ vũ.,Kikuyu,di am di vu.
Hannah - No,Kikuyu,hannah - no
Thenge rĩu no iranyihah...,Kikuyu,thenge riu no iranyihah...
"(trg) =""5""> Mũthenya wa Cira nĩ kĩĩ ?",Kikuyu,"(trg) =""5""> muthenya wa cira ni kii ?"
Agĩcooka agĩthiĩ akĩĩita.,Kikuyu,agicooka agithii akiiita.
"Ogotera gwa Daudi gw'okworokereria,",Kikuyu,"ogotera gwa daudi gw'okworokereria,"
Kana ũraigua ũiru tondũ ndĩ mũtaana?',Kikuyu,kana uraigua uiru tondu ndi mutaana?'
Author: Hannah Henry,Kikuyu,author: hannah henry
Puo e ngata.,Kikuyu,puo e ngata.
Ni tuone nyinge na Rose wanyu,Kikuyu,ni tuone nyinge na rose wanyu
ĩtwekete ĩrĩ thĩinĩ wakwa.,Kikuyu,itwekete iri thiini wakwa.
Hihihi it's naomi ❤,Kikuyu,hihihi it's naomi 
Ndĩrĩkaga Nja Nyeki,Kikuyu,ndirikaga nja nyeki
Nĩ Kĩ Wĩ Nakĩo Ũtaheirũo?,Kikuyu,ni ki wi nakio utaheiruo?
"Hihi mũthamaki na anene ake no moke tũkorwo hamwe.""",Kikuyu,"hihi muthamaki na anene ake no moke tukorwo hamwe."""
matiakuire ngoro.,Kikuyu,matiakuire ngoro.
"199:19 Math 3:1; Luk 9:7-8Nao makĩmũcookeria atĩrĩ, ""Amwe moigaga nĩwe Johana Mũbatithania; angĩ makoiga nĩwe Elija; angĩ nao makoiga atĩ mũnabii ũmwe wa arĩa a tene nĩariũkĩte.""",Kikuyu,"199:19 math 3:1; luk 9:7-8nao makimucookeria atiri, ""amwe moigaga niwe johana mubatithania; angi makoiga niwe elija; angi nao makoiga ati munabii umwe wa aria a tene niariukite."""
nao ehia magũcookerere.,Kikuyu,nao ehia magucookerere.
Agagutegera wendo wake,Kikuyu,agagutegera wendo wake
"2811:28 Joh 7:37; Thaam 33:14""Ũkai kũrĩ niĩ, inyuothe anogu na mũkuuĩte mĩrigo mĩritũ, na nĩngũmũhurũkia.",Kikuyu,"2811:28 joh 7:37; thaam 33:14""ukai kuri nii, inyuothe anogu na mukuuite mirigo miritu, na ningumuhurukia."
"Nĩ ũndũ wa hinya waku, tũma matũũre morũũraga,",Kikuyu,"ni undu wa hinya waku, tuma matuure moruuraga,"
"1922:19 Atũm 22:4; 8:3; Math 10:17""Na niĩ ngĩcookia atĩrĩ, 'Mwathani, andũ aya nĩmooĩ atĩ ndoimaga thunagogi ĩmwe ngathiĩ ĩrĩa ĩngĩ nĩguo nyiitithie na hũũre andũ arĩa magwĩtĩkĩtie.",Kikuyu,"1922:19 atum 22:4; 8:3; math 10:17""na nii ngicookia atiri, 'mwathani, andu aya nimooi ati ndoimaga thunagogi imwe ngathii iria ingi niguo nyiitithie na huure andu aria magwitikitie."
"No gũkorũo nĩ ũraririkana ciugo ici ciandĩkĩtwo thĩinĩ wa Injiri ya Johana: ""Ngai, tondũ wa ũrĩa endete kĩrĩndĩ gĩa gũkũ thĩ, nĩaarutire Mũrũ wake wa mũmwe, nĩ getha mũndũ o wothe ũmwĩhokete ndakore, no agĩe muoyo wa tene na tene."" - Johana 3: 16.",Kikuyu,"no gukoruo ni uraririkana ciugo ici ciandikitwo thiini wa injiri ya johana: ""ngai, tondu wa uria endete kirindi gia guku thi, niaarutire muru wake wa mumwe, ni getha mundu o wothe umwihokete ndakore, no agie muoyo wa tene na tene."" - johana 3: 16."
Juhannah Caamano,Kikuyu,juhannah caamano
"Nĩgũkorwo Ngai ndaatũmire Mũrũwe gũkũ thĩ aciirithie kĩrĩndĩ, no nĩguo kĩrĩndĩ kĩhonoke nĩ ũndũ wake.""",Kikuyu,"nigukorwo ngai ndaatumire muruwe guku thi aciirithie kirindi, no niguo kirindi kihonoke ni undu wake."""
7Nao andũ arĩa maatwaranaga hamwe na Saũlũ makĩrũgama hau maagĩte ũrĩa mangiuga; o nĩmaiguire mũgambo no matiigana kuona mũndũ o na ũrĩkũ.,Kikuyu,7nao andu aria maatwaranaga hamwe na saulu makirugama hau maagite uria mangiuga; o nimaiguire mugambo no matiigana kuona mundu o na uriku.
Wĩra wĩtu wa kĩĩndĩni na wa gũteithĩrĩria andũ ũrũgamagĩrĩrũo nĩ mĩhothi ya kwĩyendera.,Kikuyu,wira witu wa kiindini na wa guteithiriria andu urugamagiriruo ni mihothi ya kwiyendera.
"Na rĩrĩa ndaamuonire, ngĩgega mũno.",Kikuyu,"na riria ndaamuonire, ngigega muno."
Ngai wa aria me muoyo .tuiguire tha na utuhonokie.,Kikuyu,ngai wa aria me muoyo .tuiguire tha na utuhonokie.
8 Marĩĩtwa thĩinĩ wa gĩcunjĩ gĩkĩ nĩ macenjetio.,Kikuyu,8 mariitwa thiini wa gicunji giki ni macenjetio.
Kwambĩrĩria mwaka twerekeire,Kikuyu,kwambiriria mwaka twerekeire
Kũmenya mũno nĩ kũmenyũka.,Kikuyu,kumenya muno ni kumenyuka.
"Wĩ kaga magegania,",Kikuyu,"wi kaga magegania,"
No thina ungiuka niguo mungimenya,Kikuyu,no thina ungiuka niguo mungimenya
thĩ nĩĩthingithe.,Kikuyu,thi niithingithe.
'Mwĩigei Wendo-inĩ wa Ngai',Kikuyu,'mwiigei wendo-ini wa ngai'
"Ngĩmũũria kana nĩniĩ areta, akĩnjĩra ĩĩ nĩniĩ.",Kikuyu,"ngimuuria kana ninii areta, akinjira ii ninii."
MUA Hannah Inacio,Kikuyu,mua hannah inacio
"Ũndũ ũcio ũrehaga kĩũria kĩa bata, Bibilia nĩ ĩrutanaga kũna atĩ Shaitani nĩathaga thĩ ĩno?",Kikuyu,"undu ucio urehaga kiuria kia bata, bibilia ni irutanaga kuna ati shaitani niathaga thi ino?"
Muhiano A Mbura,Kikuyu,muhiano a mbura
"Ũhoro-inĩ wĩgiĩ gũthingata kana gũtũũria mĩtugo mĩega, Bibilia yugaga ũũ: ""Ikaragai mwĩhandĩte, mũrĩ agima na mũtegũthengeka."" - Akolosai 4:12, The New Testament in Contemporary Language.",Kikuyu,"uhoro-ini wigii guthingata kana gutuuria mitugo miega, bibilia yugaga uu: ""ikaragai mwihandite, muri agima na muteguthengeka."" - akolosai 4:12, the new testament in contemporary language."
mwana wrote:,Kikuyu,mwana wrote:
"14nduĩkĩte ta mũndũ ũtaiguaga,",Kikuyu,"14nduikite ta mundu utaiguaga,"
No akombori acio makĩmĩhũũra na makĩmĩingata ĩtarĩ na kĩndũ.,Kikuyu,no akombori acio makimihuura na makimiingata itari na kindu.
"14Gĩathĩ gĩakinya gatagatĩ-rĩ, Jesũ akĩambata agĩthiĩ nja-inĩ cia hekarũ, akĩambĩrĩria kũrutana.",Kikuyu,"14giathi giakinya gatagati-ri, jesu akiambata agithii nja-ini cia hekaru, akiambiriria kurutana."
"8Filipu akĩmwĩra atĩrĩ, ""Mwathani, tuonie Baba na ithuĩ nĩtũkũiganĩra.""",Kikuyu,"8filipu akimwira atiri, ""mwathani, tuonie baba na ithui nitukuiganira."""
Nda Nĩakerĩha,Kikuyu,nda niakeriha
"waragia ũhoro wa matukũ ma mũthia,",Kikuyu,"waragia uhoro wa matuku ma muthia,"
Hannah 20 age,Kikuyu,hannah 20 age
"8:8) Agĩcoka akĩmaririkania matigetĩkĩrie 'wĩyathi wao wa gũthuura' ũtuĩke ""mũhĩnga harĩ arĩa [mataarĩ] hinya."" (1 Kor.",Kikuyu,"8:8) agicoka akimaririkania matigetikirie 'wiyathi wao wa guthuura' utuike ""muhinga hari aria [mataari] hinya."" (1 kor."
"Mũndũ o wothe mũnyootu, nĩoke; na ũrĩa wothe ũkwenda, nĩamũkĩre kĩheo kĩrĩa kĩa maaĩ ma muoyo, atekũgũra.",Kikuyu,"mundu o wothe munyootu, nioke; na uria wothe ukwenda, niamukire kiheo kiria kia maai ma muoyo, atekugura."
"15Andũ arĩa othe maarĩ Kĩama-inĩ magĩkũũrĩra Stefano maitho, nao makĩona ũthiũ wake ũtarĩi ta ũthiũ wa mũraika.",Kikuyu,"15andu aria othe maari kiama-ini magikuurira stefano maitho, nao makiona uthiu wake utarii ta uthiu wa muraika."
"43Nowe akĩmeera atĩrĩ, ""No nginya hunjie Ũhoro-ũrĩa-Mwega wa ũthamaki wa Ngai matũũra-inĩ marĩa mangĩ o namo, nĩ ũndũ nĩkĩo ndaatũmirwo."" 44Nake agĩthiĩ na mbere na kũhunjia thĩinĩ wa thunagogi cia Judea.",Kikuyu,"43nowe akimeera atiri, ""no nginya hunjie uhoro-uria-mwega wa uthamaki wa ngai matuura-ini maria mangi o namo, ni undu nikio ndaatumirwo."" 44nake agithii na mbere na kuhunjia thiini wa thunagogi cia judea."
336:3 Thab 10:7; Jer 4:22Ciugo cia kanua gake nĩ cia waganu na nĩ cia maheeni;,Kikuyu,336:3 thab 10:7; jer 4:22ciugo cia kanua gake ni cia waganu na ni cia maheeni;
5 No hihi no wĩyũrie ũũ: 'Ingĩhota atĩa gũteithia mũrutwo wakwa erutage Bibilia ategũtĩrĩria?',Kikuyu,5 no hihi no wiyurie uu: 'ingihota atia guteithia murutwo wakwa erutage bibilia ategutiriria?'
Twandĩkĩre email,Kikuyu,twandikire email
"""Ndĩ na ũhoro mũnene",Kikuyu,"""ndi na uhoro munene"
"379:37 Joh 4:35; Luk 10:2Hĩndĩ ĩyo akĩĩra arutwo ake atĩrĩ, ""Magetha nĩ maingĩ, no aruti a wĩra nĩ anini.",Kikuyu,"379:37 joh 4:35; luk 10:2hindi iyo akiira arutwo ake atiri, ""magetha ni maingi, no aruti a wira ni anini."
18 Bibilia nĩ ĩtwĩraga maũndũ maingĩ megiĩ mbaara ĩyo ya mũthia gatagatĩ-inĩ ka Ũthamaki wa Ngai na thirikari cia thĩ ĩno.,Kikuyu,18 bibilia ni itwiraga maundu maingi megii mbaara iyo ya muthia gatagati-ini ka uthamaki wa ngai na thirikari cia thi ino.
7:6-8) Hihi rĩarĩ itua rĩtarĩ na mũthingi?,Kikuyu,7:6-8) hihi riari itua ritari na muthingi?
Hihi we ũkuona atĩa ndeto-inĩ ĩyo?,Kikuyu,hihi we ukuona atia ndeto-ini iyo?
Tũtũũranie nawe,Kikuyu,tutuuranie nawe
Anyamaririe Athĩnirie Waigire Warĩire Weigĩire,Kikuyu,anyamaririe athinirie waigire wariire weigiire
ciana ciakwa,Kikuyu,ciana ciakwa
Ngĩambĩrĩria kuona atĩ Jehova aarĩ o hamwe na niĩ; ũndũ ũrĩa ndaabataraga nĩ gũcoka kũrĩ we.,Kikuyu,ngiambiriria kuona ati jehova aari o hamwe na nii; undu uria ndaabataraga ni gucoka kuri we.
"172:17 Ahib 8:5Maũndũ macio no kĩĩruru kĩa maũndũ marĩa magooka; no rĩrĩ, ma yamo-rĩ, nĩ Kristũ we mwene.",Kikuyu,"172:17 ahib 8:5maundu macio no kiiruru kia maundu maria magooka; no riri, ma yamo-ri, ni kristu we mwene."
Z: Nar nngka guo tond nawe nkwa wambvtie mthenya cio wa vuva!,Kikuyu,z: nar nngka guo tond nawe nkwa wambvtie mthenya cio wa vuva!
"(trg) =""66""> Ta wĩcirie ũhoro wa ciugo cia Jesu iria irĩ thĩinĩ wa Mathayo 6: 33 .",Kikuyu,"(trg) =""66""> ta wicirie uhoro wa ciugo cia jesu iria iri thiini wa mathayo 6: 33 ."
(A) mayguo / yingguo,Kikuyu,(a) mayguo / yingguo
Nĩ ciũmbe na andũ arĩa atũũragia;,Kikuyu,ni ciumbe na andu aria atuuragia;
"Ũngwate guoko rĩu na ũ'therere,",Kikuyu,"ungwate guoko riu na u'therere,"
"124:1 Thaam 9:29; 1Akor 10:26Thĩ nĩ ya Jehova, na kĩrĩa gĩothe kĩrĩ thĩinĩ wayo,",Kikuyu,"124:1 thaam 9:29; 1akor 10:26thi ni ya jehova, na kiria giothe kiri thiini wayo,"
"24Thuutha wa gũtuĩkanĩria Pisidia, magĩkinya Pamufilia, 25na maarĩkia kũhunjia kiugo kũu Periga, magĩikũrũka magĩthiĩ Atalia.",Kikuyu,"24thuutha wa gutuikaniria pisidia, magikinya pamufilia, 25na maarikia kuhunjia kiugo kuu periga, magiikuruka magithii atalia."
Twagũthaitha ũtwĩtĩkĩre riũ.,Kikuyu,twaguthaitha utwitikire riu.
Uguo Gwathire Guthii,Kikuyu,uguo gwathire guthii
Kuratuika ekinai acio marahithukiire mucii wake na maramba marathinja mburi niguo marie na thutha wa mundurumwe ucio kumagiria methare na mahiu make maramuratha.,Kikuyu,kuratuika ekinai acio marahithukiire mucii wake na maramba marathinja mburi niguo marie na thutha wa mundurumwe ucio kumagiria methare na mahiu make maramuratha.
"Ũrĩthiiaga na nda,",Kikuyu,"urithiiaga na nda,"
"7Kũrathimwo-rĩ, nĩ arĩa maiguanagĩra tha,",Kikuyu,"7kurathimwo-ri, ni aria maiguanagira tha,"
Hihinya haha wĩthomere ũhoro ũcio.,Kikuyu,hihinya haha withomere uhoro ucio.
Wendo Ni Mwega,Kikuyu,wendo ni mwega
"Ngoro yakwa ĩ hamwe na arĩa othe moimagarĩtie mũtiga irĩ, arĩa othe akuĩre, na arĩa othe me na kĩeha na maithori.",Kikuyu,"ngoro yakwa i hamwe na aria othe moimagaritie mutiga iri, aria othe akuire, na aria othe me na kieha na maithori."
"o irĩ tũnua-inĩ twao-rĩ,",Kikuyu,"o iri tunua-ini twao-ri,"
"Angĩkorũo o Mũkristiano nĩ abataraga gwĩtuĩra itua rĩake maũndũ-inĩ megiĩ ũthathaiya-rĩ, na githĩ tũtikĩagĩrĩirũo gũtĩaga kĩhooto kĩa aarĩ na ariũ a Ithe witũ gĩa gwĩtuagĩra matua maũndũ-inĩ mangĩ matarĩ maritũ? - 1 Kor.",Kikuyu,"angikoruo o mukristiano ni abataraga gwituira itua riake maundu-ini megii uthathaiya-ri, na githi tutikiagiriiruo gutiaga kihooto kia aari na ariu a ithe witu gia gwituagira matua maundu-ini mangi matari maritu? - 1 kor."
Itarĩ hinya inyuaga i hinya cianyua.,Kikuyu,itari hinya inyuaga i hinya cianyua.
uu nĩamenya,Kikuyu,uu niamenya
Mataaro Ma Aciari,Kikuyu,mataaro ma aciari
Na akĩmũmumunya;,Kikuyu,na akimumumunya;
Thikũ ici maũndũ nĩ,Kikuyu,thiku ici maundu ni
"No ariũ a ithe matiahotire kũmũcookeria, nĩgũkorwo nĩmamakĩte mũno marĩ mbere yake.",Kikuyu,"no ariu a ithe matiahotire kumucookeria, nigukorwo nimamakite muno mari mbere yake."
ithamĩrio na acoka mũciĩ agĩkora,Kikuyu,ithamirio na acoka mucii agikora
"25Nao acio erĩ, mũndũ na mũka, maarĩ njaga, na matiaiguaga thoni.",Kikuyu,"25nao acio eri, mundu na muka, maari njaga, na matiaiguaga thoni."
"8No nĩamahonokirie nĩ ũndũ wa rĩĩtwa rĩake,",Kikuyu,"8no niamahonokirie ni undu wa riitwa riake,"
nĩ aingĩ gũkĩra njuĩrĩ cia mũtwe wakwa;,Kikuyu,ni aingi gukira njuiri cia mutwe wakwa;
Thiteceni irĩa nyingĩ ni cia andũ kĩũmbe.,Kikuyu,thiteceni iria nyingi ni cia andu kiumbe.
O MŨTHENYA nĩ tũiguaga maũndũ maingĩ moru marekĩka thĩinĩ wa thĩ.,Kikuyu,o muthenya ni tuiguaga maundu maingi moru marekika thiini wa thi.
"Wambere, no mũhaka twĩtĩkĩre atĩ nĩtwĩhĩirie Ngai: ""Nĩgũkorwo andũ othe nĩmehĩtie na makanyiihĩrwo nĩ riiri wa Ngai"" (Aroma 3:23).",Kikuyu,"wambere, no muhaka twitikire ati nitwihiirie ngai: ""nigukorwo andu othe nimehitie na makanyiihirwo ni riiri wa ngai"" (aroma 3:23)."
Again; things that make ya go.....,Kikuyu,again; things that make ya go.....
"Toma, ũrĩa warĩ mũrutwo wa Jesũ, aaririe igũrũ rĩa Jesũ akĩmwĩta, ""Mwathani wakwa na Ngai wakwa"" (Johana 20:28) na Jesũ ndamũrũngire mĩario.",Kikuyu,"toma, uria wari murutwo wa jesu, aaririe iguru ria jesu akimwita, ""mwathani wakwa na ngai wakwa"" (johana 20:28) na jesu ndamurungire miario."
Caitaani Ndarĩ Ngoro,Kikuyu,caitaani ndari ngoro
11Nĩ ũndũ ũcio mwĩmenyererei mũno nĩguo mwendage Jehova Ngai wanyu.,Kikuyu,11ni undu ucio mwimenyererei muno niguo mwendage jehova ngai wanyu.
"itũũra rĩrĩa rĩakĩtwo Rũũĩ-inĩ rwa Nili,",Kikuyu,"ituura riria riakitwo ruui-ini rwa nili,"
agaikara oheirie nĩguo anyiite arĩa matarĩ na hinya;,Kikuyu,agaikara oheirie niguo anyiite aria matari na hinya;
Mũthabibũ na Honge,Kikuyu,muthabibu na honge
3Mwathani ũrĩa ũhatagĩrĩria andũ arĩa athĩĩni,Kikuyu,3mwathani uria uhatagiriria andu aria athiini
Ndakahota gũgũtoria;,Kikuyu,ndakahota gugutoria;
Tarora ũgĩtĩo,Kikuyu,tarora ugitio
Mbara ĩgĩtũra nduma,Kikuyu,mbara igitura nduma
"6Ĩka ũrĩa ũkuona kwagĩrĩire kũringana na ũũgĩ waku, no ndũkanareke mũtwe ũcio wake ũrĩ mbuĩ ũkinye mbĩrĩra-inĩ na thayũ.",Kikuyu,"6ika uria ukuona kwagiriire kuringana na uugi waku, no ndukanareke mutwe ucio wake uri mbui ukinye mbirira-ini na thayu."
"110:1 Thaam 34:1-2Hĩndĩ ĩyo Jehova akĩnjĩĩra atĩrĩ, ""Acũhia ihengere igĩrĩ cia mahiga ihaana ta iria cia mbere, ũcooke wambate gũkũ kũrĩ niĩ kĩrĩma-inĩ.",Kikuyu,"110:1 thaam 34:1-2hindi iyo jehova akinjiira atiri, ""acuhia ihengere igiri cia mahiga ihaana ta iria cia mbere, ucooke wambate guku kuri nii kirima-ini."
Nĩguo mamũrage.,Kikuyu,niguo mamurage.
"128:1 Math 27:56Thuutha wa Thabatũ, gwatua gũkĩa mũthenya wa mbere wa kiumia, Mariamu Mũmagidali na Mariamu ũcio ũngĩ magĩthiĩ kũrora mbĩrĩra.",Kikuyu,"128:1 math 27:56thuutha wa thabatu, gwatua gukia muthenya wa mbere wa kiumia, mariamu mumagidali na mariamu ucio ungi magithii kurora mbirira."
"2:1, 2) Timotheo nĩ eerutire maũndũ maingĩ nĩ ũndũ wa gũkoragwo hamwe na mũtũmwo ũcio warĩ mũkũrũ.",Kikuyu,"2:1, 2) timotheo ni eerutire maundu maingi ni undu wa gukoragwo hamwe na mutumwo ucio wari mukuru."
